(0.0, 100.0, 94.77521263669502)
(0.050000000000000003, 100.0, 94.77521263669502)
(0.10000000000000001, 100.0, 94.77521263669502)
(0.15000000000000002, 100.0, 94.77521263669502)
(0.20000000000000001, 100.0, 94.77521263669502)
(0.25, 100.0, 94.77521263669502)
(0.30000000000000004, 100.0, 94.77521263669502)
(0.35000000000000003, 100.0, 94.77521263669502)
(0.40000000000000002, 100.0, 94.77521263669502)
(0.45000000000000001, 100.0, 94.77521263669502)
(0.5, 100.0, 94.77521263669502)
(0.55000000000000004, 100.0, 94.77521263669502)
(0.60000000000000009, 100.0, 94.77521263669502)
(0.65000000000000002, 100.0, 94.77521263669502)
(0.70000000000000007, 100.0, 94.77521263669502)
(0.75, 100.0, 94.8359659781288)
(0.80000000000000004, 100.0, 94.89671931956258)
(0.85000000000000009, 100.0, 94.95747266099636)
(0.90000000000000002, 100.0, 94.98784933171325)
(0.95000000000000007, 100.0, 95.01822600243013)
(1.0, 95.23809523809523, 99.87849331713244)
(1.05, 95.23809523809523, 99.87849331713244)
(1.1000000000000001, 95.23809523809523, 99.87849331713244)
(1.1500000000000001, 95.23809523809523, 99.87849331713244)
(1.2000000000000002, 95.23809523809523, 99.87849331713244)
(1.25, 95.23809523809523, 99.87849331713244)
(1.3, 95.23809523809523, 99.87849331713244)
(1.3500000000000001, 95.23809523809523, 99.87849331713244)
(1.4000000000000001, 95.23809523809523, 99.87849331713244)
(1.4500000000000002, 95.23809523809523, 99.87849331713244)
(1.5, 95.23809523809523, 99.87849331713244)
(1.55, 95.23809523809523, 99.87849331713244)
(1.6000000000000001, 95.23809523809523, 99.87849331713244)
(1.6500000000000001, 95.23809523809523, 99.87849331713244)
(1.7000000000000002, 95.23809523809523, 99.87849331713244)
(1.75, 95.23809523809523, 99.87849331713244)
(1.8, 95.23809523809523, 99.87849331713244)
(1.8500000000000001, 95.23809523809523, 99.87849331713244)
(1.9000000000000001, 95.23809523809523, 99.87849331713244)
(1.9500000000000002, 95.23809523809523, 99.87849331713244)
